,Player,Pos,Club,Birth Place,Birth Date,Age_x,MP,Min,Gls,Team,Age_y,Starts,90s,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xAG,npxG+xAG,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
413,Jerome Ngom Mbekeli,MF,Colombe Sportive du Dja et Lobo,"Yaoundé, Cameroon",1998-09-30,24-051,1,5,0,Cameroon,23.0,0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.23,2.23,0.0,2.23
414,Nicolas Nkoulou,DF,Aris,"Yaoundé, Cameroon",1990-03-27,32-238,2,180,0,Cameroon,32.0,2,2.0,1,0,0,0,1,0,0.0,0.5,0.5,0.0,0.5,0.3,0.3,0.0,0.3,0.14,0.0,0.14,0.14,0.14
415,Jean-Pierre Nsame,FW,Young Boys,"Douala, Cameroon",1993-05-01,29-203,0,0,0,Cameroon,29.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,Olivier Ntcham,MF,Swansea City,"Longjumeau, France",1996-02-09,26-284,1,25,0,Cameroon,26.0,0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.09,0.25,0.16,0.25
417,André Onana,GK,Inter,"Mefou-et-Akono, Cameroon",1996-04-02,26-232,1,80,0,Cameroon,26.0,1,0.9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,Gaël Ondoua,MF,Hannover 96,"Yaoundé, Cameroon",1995-11-04,27-016,2,47,0,Cameroon,26.0,0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Samuel Oum Gouet,MF,Mechelen,"Ayos, Cameroon",1997-12-13,24-342,2,100,0,Cameroon,24.0,1,1.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,Marou Souaibou,FW,Coton Sport FC de Garoua,"Garoua, Cameroon",2000-12-03,21-352,0,0,0,Cameroon,21.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Karl Toko Ekambi,"FW,MF",Lyon,"Paris, France",1992-09-14,30-067,3,166,0,Cameroon,29.0,2,1.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.1,0.14,0.24,0.1,0.24
422,Nouhou Tolo,DF,Seattle,"Douala, Cameroon",1997-06-23,25-150,3,270,0,Cameroon,24.0,3,3.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Christopher Wooh,DF,Rennes,"Louvres, France",2001-09-18,21-063,1,90,0,Cameroon,20.0,1,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
424,Andre-Frank Zambo Anguissa,MF,Napoli,"Yaoundé, Cameroon",1995-11-16,27-004,3,260,0,Cameroon,26.0,3,2.9,1,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
425,José Luis Rodríguez Bebanz,DF,Nacional,"Canelones, Uruguay",1997-03-14,25-251,0,0,0,Uruguay,25.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,Fernando Muslera,GK,Galatasaray,"Buenos Aires, Argentina",1986-06-16,36-157,0,0,0,Uruguay,35.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Sebastián Sosa,GK,Independiente,"Montevideo, Uruguay",1986-08-19,36-093,0,0,0,Uruguay,35.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,Lucas Torreira,MF,Galatasaray,"Fray Bentos, Uruguay",1996-02-11,26-282,0,0,0,Uruguay,26.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Facundo Torres,"FW,MF",Orlando City,"Montevideo, Uruguay",2000-04-13,22-221,0,0,0,Uruguay,22.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Manuel Ugarte Ribeiro,MF,Sporting CP,"Montevideo, Uruguay",2001-04-11,21-223,0,0,0,Uruguay,21.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Ali Abdi,DF,Caen,"Sfax, Tunisia",1993-12-20,28-335,3,188,0,Tunisia,28.0,2,2.1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
432,Bechir Ben Saïd,GK,US Monastir,"Gabès, Tunisia",1992-11-29,29-356,0,0,0,Tunisia,29.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,Anis Ben Slimane,MF,Brøndby,"Copenhagen, Denmark",2001-03-16,21-249,2,148,0,Tunisia,21.0,2,1.6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.07,0.06,0.12,0.07,0.12
434,Dylan Bronn,DF,Salernitana,"Cannes, France",1995-06-19,27-154,2,162,0,Tunisia,26.0,2,1.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04
435,Ghaylène Chaalali,MF,Espérance de Tunis,"Manouba, Tunisia",1994-02-28,28-265,1,17,0,Tunisia,28.0,0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,Aimen Dahmen,GK,CS Sfaxien,"Sfax, Tunisia",1997-01-28,25-296,3,270,0,Tunisia,25.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,Mohamed Dräger,DF,Luzern,"Freiburg, Germany",1996-06-25,26-148,2,132,0,Tunisia,25.0,2,1.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.14,0.01,0.15,0.14,0.15
438,Nader Ghandri,DF,Club Africain,"Aubervilliers, France",1995-02-18,27-275,1,90,0,Tunisia,27.0,1,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Mouez Hassen,GK,Club Africain,"Fréjus, France",1995-03-05,27-260,0,0,0,Tunisia,27.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Bilel Ifa,DF,Kuwait SC,"Ariana, Tunisia",1990-03-09,32-256,0,0,0,Tunisia,32.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,Seifeddine Jaziri,FW,Zamalek SC,"Délégation de la Médina, Tunisia",1993-02-12,29-281,0,0,0,Tunisia,29.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,Issam Jebali,FW,Odense,"Medjez el Bab, Tunisia",1991-12-25,30-330,3,182,0,Tunisia,30.0,2,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.26,0.08,0.34,0.26,0.34
443,Wajdi Kechrida,DF,Atromitos,"Nice, France",1995-11-05,27-015,3,111,0,Tunisia,26.0,1,1.2,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.08,0.08,0.0,0.08
444,Wahbi Khazri,"FW,MF",Montpellier,"Ajaccio, France",1991-02-08,31-285,2,83,1,Tunisia,31.0,1,0.9,0,1,0,0,0,0,1.08,0.0,1.08,1.08,1.08,0.4,0.4,0.0,0.4,0.47,0.0,0.47,0.47,0.47
445,Aïssa Laïdouni,MF,Ferencváros,"Montfermeil, France",1996-12-13,25-342,3,243,0,Tunisia,25.0,3,2.7,1,0,0,0,1,0,0.0,0.37,0.37,0.0,0.37,0.1,0.1,0.4,0.6,0.05,0.16,0.21,0.05,0.21
446,Ali Maâloul,DF,Al Ahly SC,"Sfax, Tunisia",1990-01-01,32-323,1,90,0,Tunisia,32.0,1,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Aymen Mathlouthi,GK,Étoile du Sahel,"Tunis, Tunisia",1984-09-14,38-067,0,0,0,Tunisia,37.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,Hannibal Mejbri,MF,Birmingham City,"Ivry-sur-Seine, France",2003-01-21,19-303,1,11,0,Tunisia,19.0,0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Yassine Meriah,DF,Espérance de Tunis,"Tunis, Tunisia",1993-07-02,29-141,3,270,0,Tunisia,28.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.04,0.02,0.04
450,Youssef Msakni,"MF,FW",Al-Arabi SC,"Tunis, Tunisia",1990-10-28,32-023,2,169,0,Tunisia,31.0,2,1.9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.2,0.29,0.34,0.62,0.29,0.62
451,Mohamed Ali Ben Romdhane,MF,Espérance de Tunis,"Tunis, Tunisia",1999-09-06,23-075,1,73,0,Tunisia,22.0,1,0.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,Ferjani Sassi,"MF,DF",Al Duhail SC,"Ariana, Tunisia",1992-03-18,30-247,2,48,0,Tunisia,30.0,0,0.5,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
453,Ellyes Skhiri,MF,Köln,"Lunel, France",1995-05-10,27-194,3,270,0,Tunisia,27.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.02,0.05,0.07,0.02,0.07
454,Naïm Sliti,"MF,FW",Al-Ettifaq,"Marseille, France",1992-07-27,30-116,2,114,0,Tunisia,29.0,1,1.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.11,0.1,0.21,0.11,0.21
455,Montassar Talbi,DF,Lorient,"Paris, France",1998-05-26,24-178,3,270,0,Tunisia,24.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Taha Yassine Khenissi,FW,Kuwait SC,"Zarzis, Tunisia",1992-01-06,30-318,2,29,0,Tunisia,30.0,0,0.3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.06,0.45,0.51,0.06,0.51
457,Gerardo Arteaga,DF,Genk,"Zapopan, Estado de Jalisco, Mexico",1998-09-07,24-074,0,0,0,Mexico,23.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Rodolfo Cota,GK,León,"Mazatlán, Estado de Sinaloa, Mexico",1987-07-03,35-140,0,0,0,Mexico,34.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,Luis Romo,"DF,MF",Monterrey,"Ahome, Estado de Sinaloa, Mexico",1995-06-05,27-168,0,0,0,Mexico,27.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Alfredo Talavera,GK,FC Juárez,"La Barca, Estado de Jalisco, Mexico",1982-09-18,40-063,0,0,0,Mexico,39.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Johan Vásquez,DF,Cremonese,"Navojoa, Estado de Sonora, Mexico",1998-10-22,24-029,0,0,0,Mexico,23.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Toby Alderweireld,DF,Antwerp,"Wilrijk, Belgium",1989-03-02,33-263,3,270,0,Belgium,33.0,3,3.0,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,0.0,0.0,0.3,0.3,0.0,0.11,0.11,0.0,0.11
463,Michy Batshuayi,FW,Fenerbahçe,"Brussels, Belgium",1993-10-02,29-049,2,151,1,Belgium,28.0,2,1.7,0,1,0,0,0,0,0.6,0.0,0.6,0.6,0.6,0.8,0.8,0.1,0.8,0.45,0.03,0.48,0.45,0.48
464,Yannick Carrasco,"FW,DF",Atlético Madrid,"Ixelles, Belgium",1993-09-04,29-077,2,116,0,Belgium,28.0,2,1.3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.22,0.0,0.22,0.22,0.22
465,Timothy Castagne,DF,Leicester City,"Arlon, Belgium",1995-12-05,26-350,3,270,0,Belgium,26.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Koen Casteels,GK,Wolfsburg,"Bonheiden, Belgium",1992-06-25,30-148,0,0,0,Belgium,29.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Thibaut Courtois,GK,Real Madrid,"Bree, Belgium",1992-05-11,30-193,3,270,0,Belgium,30.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Kevin De Bruyne,"FW,MF",Manchester City,"Gent, Belgium",1991-06-28,31-145,3,270,0,Belgium,30.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,0.08,0.3,0.38,0.08,0.38
469,Charles De Ketelaere,FW,Milan,"Brugge, Belgium",2001-03-10,21-255,1,16,0,Belgium,21.0,0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Zeno Debast,DF,Anderlecht,"Halle, Belgium",2003-10-24,19-027,0,0,0,Belgium,18.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,Leander Dendoncker,"DF,MF",Aston Villa,"Passendale, Belgium",1995-04-15,27-219,2,161,0,Belgium,27.0,2,1.8,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,0.05,0.2,0.25,0.05,0.25
472,Jeremy Doku,"MF,FW",Rennes,"Antwerpen, Belgium",2002-05-27,20-177,1,19,0,Belgium,20.0,0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,Wout Faes,DF,Leicester City,"Mol, Belgium",1998-04-03,24-231,0,0,0,Belgium,24.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,Eden Hazard,MF,Real Madrid,"La Louvière, Belgium",1991-01-07,31-317,3,124,0,Belgium,31.0,2,1.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05
475,Thorgan Hazard,FW,Dortmund,"La Louvière, Belgium",1993-03-29,29-236,2,106,0,Belgium,29.0,1,1.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.07,1.07,0.0,1.07
476,Romelu Lukaku,FW,Inter,"Antwerpen, Belgium",1993-05-13,29-191,2,55,0,Belgium,29.0,0,0.6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.0,1.8,2.84,0.06,2.9,2.84,2.9
477,Dries Mertens,"MF,FW",Galatasaray,"Leuven, Belgium",1987-05-06,35-198,2,76,0,Belgium,35.0,1,0.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,0.94,0.17,1.11,0.94,1.11
478,Thomas Meunier,DF,Dortmund,"Sainte-Ode, Belgium",1991-09-12,31-069,3,211,0,Belgium,30.0,2,2.3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.09,0.21,0.3,0.09,0.3
479,Simon Mignolet,GK,Club Brugge,"Sint-Truiden, Belgium",1988-03-06,34-259,0,0,0,Belgium,34.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Amadou Onana,MF,Everton,"Brussels, Belgium",2001-08-16,21-096,2,104,0,Belgium,20.0,1,1.2,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.4,0.0,0.4,0.4,0.4
481,Loïs Openda,FW,Lens,"Liège, Belgium",2000-02-16,22-277,1,13,0,Belgium,22.0,0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,Arthur Theate,DF,Rennes,"Liège, Belgium",2000-05-25,22-179,0,0,0,Belgium,22.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Youri Tielemans,MF,Leicester City,"Sint-Pieters-Leeuw, Belgium",1997-05-07,25-197,3,95,0,Belgium,25.0,1,1.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07
484,Leandro Trossard,"FW,MF",Brighton,"Maasmechelen, Belgium",1994-12-04,27-351,3,103,0,Belgium,27.0,1,1.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.08,0.08,0.0,0.08
485,Hans Vanaken,MF,Club Brugge,"Neerpelt, Belgium",1992-08-24,30-088,0,0,0,Belgium,29.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Jan Vertonghen,DF,Anderlecht,"Sint-Niklaas, Belgium",1987-04-24,35-210,3,270,0,Belgium,35.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06
487,Axel Witsel,MF,Atlético Madrid,"Liège, Belgium",1989-01-12,33-312,3,270,0,Belgium,33.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02
488,Salis Abdul Samed,MF,Lens,"Accra, Ghana",2000-03-26,22-239,3,250,0,Ghana,22.0,3,2.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02
489,Daniel Afriyie Barnieh,FW,Accra Hearts of Oak SC,"Kumasi, Ghana",2001-06-26,21-147,0,0,0,Ghana,20.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Joseph Aidoo,DF,Celta Vigo,"Accra, Ghana",1995-09-29,27-052,0,0,0,Ghana,26.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Daniel Amartey,DF,Leicester City,"Accra, Ghana",1994-12-21,27-334,3,251,0,Ghana,27.0,3,2.8,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.08,0.03,0.1,0.08,0.1
492,Lawrence Ati-Zigi,GK,St. Gallen,"Accra, Ghana",1996-11-29,25-356,3,270,0,Ghana,25.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,André Ayew,"MF,FW",Al Sadd SC,"Seclin, France",1989-12-17,32-338,3,198,1,Ghana,32.0,3,2.2,0,1,0,1,1,0,0.45,0.0,0.45,0.45,0.45,1.1,0.4,0.0,0.4,0.52,0.0,0.52,0.16,0.16
494,Jordan Ayew,FW,Crystal Palace,"Marseille, France",1991-09-11,31-070,3,136,0,Ghana,30.0,2,1.5,1,0,0,0,0,0,0.0,0.66,0.66,0.0,0.66,0.1,0.1,0.5,0.5,0.03,0.32,0.36,0.03,0.36
495,Osman Bukari,MF,Red Star,"Accra, Ghana",1998-12-13,23-342,2,59,1,Ghana,23.0,0,0.7,0,1,0,0,0,0,1.53,0.0,1.53,1.53,1.53,0.5,0.5,0.1,0.6,0.76,0.09,0.85,0.76,0.85
496,Alexander Djiku,"DF,FW",Strasbourg,"Montpellier, France",1994-08-09,28-103,2,97,0,Ghana,27.0,1,1.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Abdul Fatawu Issahaku,FW,Sporting CP,"Tamale, Ghana",2004-03-08,18-257,1,1,0,Ghana,18.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Danlad Ibrahim,GK,Asante Kotoko SC,"Accra, Ghana",2002-12-02,19-353,0,0,0,Ghana,19.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Daniel Kyereh,"MF,DF",Freiburg,"Accra, Ghana",1996-03-08,26-257,3,33,0,Ghana,26.0,0,0.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Tariq Lamptey,DF,Brighton,"Hillingdon, England, United Kingdom",2000-09-30,22-051,2,102,0,Ghana,21.0,1,1.1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06
501,Gideon Mensah,DF,Auxerre,"Accra, Ghana",1998-07-18,24-125,1,87,0,Ghana,23.0,1,1.0,1,0,0,0,0,0,0.0,1.03,1.03,0.0,1.03,0.0,0.0,0.3,0.3,0.0,0.28,0.28,0.0,0.28
502,Kudus Mohammed,"FW,MF",Ajax,"Accra, Ghana",2000-08-02,22-110,3,247,2,Ghana,21.0,3,2.7,0,2,0,0,1,0,0.73,0.0,0.73,0.73,0.73,0.8,0.8,0.0,0.8,0.3,0.0,0.3,0.3,0.3
503,Manaf Nurudeen,GK,Eupen,"Accra, Ghana",1999-02-08,23-285,0,0,0,Ghana,23.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Denis Odoi,DF,Club Brugge,"Leuven, Belgium",1988-05-27,34-177,1,13,0,Ghana,34.0,0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,Elisha Owusu,MF,Gent,"Montreuil, France",1997-11-07,25-013,0,0,0,Ghana,24.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Thomas Partey,MF,Arsenal,"Odumase Krobo, Ghana",1993-06-13,29-160,3,270,0,Ghana,29.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.07,0.02,0.09,0.07,0.09
507,Baba Rahman,DF,Reading,"Tamale, Ghana",1994-07-02,28-141,3,183,0,Ghana,27.0,2,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.15,0.15,0.0,0.15
508,Mohammed Salisu,DF,Southampton,"Benin, Benin",1999-04-17,23-217,3,270,1,Ghana,23.0,3,3.0,0,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33,0.8,0.8,0.2,1.0,0.26,0.08,0.34,0.26,0.34
509,Alidu Seidu,DF,Clermont Foot,"Accra, Ghana",2000-06-04,22-169,2,155,0,Ghana,22.0,2,1.7,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
510,Antoine Semenyo,"FW,MF",Bristol City,"London, England, United Kingdom",2000-01-07,22-317,2,20,0,Ghana,22.0,0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22
511,Kamal Sowah,"FW,MF",Club Brugge,"Accra, Ghana",2000-01-09,22-315,0,0,0,Ghana,22.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,Kamaldeen Sulemana,FW,Rennes,"Techiman, Ghana",2002-02-15,20-278,2,58,0,Ghana,20.0,0,0.6,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.09,0.09
513,Iñaki Williams,FW,Athletic Club,"Bilbao, Spain",1994-06-15,28-158,3,270,0,Ghana,27.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.1,0.07,0.17,0.1,0.17
514,Nawaf Al Aqidi,GK,Al-Nassr,"Riyadh, Saudi Arabia",2000-05-10,22-194,0,0,0,Saudi,22.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
